942,922,136.9
9144,638,89.4
2728,955,113.5
4312,232,68.7
667,527,110.5
902,840,127.1
1824,481,138.6
8444,535,109.6
5025,199,68.2
8429,827,131.0
6700,656,67.7
5227,723,73.7
6056,535,83.0
8797,197,136.0
6065,751,97.0
233,319,113.4
8079,423,62.9
2034,7,137.1
690,852,132.1
9027,253,140.5
9194,375,99.5
3594,810,115.5
4091,945,153.0
5172,527,84.2
4261,482,63.3
9142,429,137.5
8313,186,147.8
3674,372,105.9
2014,149,129.8
4943,50,159.5
8588,486,126.2
5336,520,113.8
4871,305,99.9
5815,446,123.0
120,841,113.7
989,367,88.7
5598,42,101.0
3397,382,135.9
4491,306,115.3
5224,316,122.9
264,601,133.6
546,422,123.9
1999,248,119.7
7127,704,83.9
1909,325,142.8
2841,517,99.9
9854,398,98.5
557,158,148.0
3977,598,65.7
5588,865,125.3
4373,415,131.8
8746,268,105.9
6945,940,115.1
4303,647,146.1
8280,997,64.1
7431,880,118.0
5591,253,125.2
8394,284,157.3
1831,187,70.2
7322,229,95.2
8065,788,87.9
1742,889,101.4
8799,306,76.1
536,551,104.1
1348,704,66.4
17,589,121.1
5361,981,144.6
6580,632,136.0
773,76,71.6
2885,371,81.7
1612,952,102.4
1668,99,145.8
4048,935,136.8
9791,16,138.8
1817,829,137.3
506,52,150.0
2735,375,118.7
710,593,62.7
568,621,157.1
2223,887,86.2
6247,921,98.7
8135,894,138.8
7769,768,149.7
1881,899,61.0
5300,222,142.2
3664,963,139.2
5806,531,135.9
5895,457,70.7
3292,739,113.5
1822,754,114.2
7400,890,152.5
3826,208,148.8
5288,422,124.3
5183,677,72.6
2437,703,146.6
299,898,92.1
5196,389,123.1
8535,569,115.3
6582,614,103.2
9291,22,135.8
