3260,796,117.5
1639,157,73.1
7180,828,126.0
802,989,156.2
2113,852,86.1
3740,472,79.0
4004,888,76.5
6267,404,87.6
183,763,81.4
1780,704,70.2
177,867,74.5
2173,143,141.1
7719,194,64.6
4255,204,96.8
4675,373,94.7
3229,585,61.1
671,30,146.0
3178,475,137.6
3128,758,93.3
2080,187,64.2
2350,455,90.3
6658,56,135.8
9054,471,120.9
4745,496,78.6
5615,619,157.2
479,471,96.1
3293,179,80.9
9759,399,93.6
1367,843,91.0
116,161,157.7
8544,641,78.2
4613,553,146.4
5020,872,153.9
3260,507,109.7
5387,548,87.9
6576,65,135.8
8258,953,122.3
3734,317,123.4
407,59,65.4
5661,64,147.7
8615,454,138.7
739,306,71.2
5854,465,100.2
5353,820,84.8
4438,466,134.6
2523,257,156.2
3890,336,99.1
1763,636,127.1
7417,224,101.9
1015,680,112.0
6695,642,60.4
4127,660,106.4
9214,309,108.8
3494,871,133.3
6654,739,75.9
8960,254,153.1
2788,462,112.3
9171,330,75.0
8479,638,70.7
6820,464,74.2
2680,382,133.0
2484,533,104.4
7414,834,156.1
4412,511,140.3
1989,192,104.2
1083,42,109.9
4706,953,140.0
5766,107,104.0
6817,237,116.6
4775,917,61.5
3177,732,97.3
4373,694,136.1
1772,622,122.9
2255,302,80.5
2147,298,66.4
3565,515,151.0
2580,328,62.7
5115,986,111.2
1982,392,89.7
4913,701,103.6
4020,914,111.8
3546,612,94.8
4333,85,70.9
4224,244,67.1
3228,685,146.2
5217,18,122.3
4541,633,72.5
1587,996,156.4
9969,806,148.8
8084,38,95.7
7823,460,121.1
6042,425,133.0
6684,166,68.0
9321,858,149.0
675,819,132.8
6779,67,125.0
2027,823,67.6
6245,752,73.0
3408,426,112.1
1199,167,111.5
