9474,296,75.2
7538,185,145.9
7602,534,148.9
6831,714,89.4
2739,381,68.0
7557,807,109.1
4579,411,112.1
162,990,70.4
7231,754,149.7
8837,845,68.2
9477,689,138.6
9619,117,142.7
4348,937,130.2
405,14,142.0
3314,228,112.0
5584,624,109.1
7976,506,136.2
2402,730,157.2
8319,582,122.7
4150,624,63.2
1145,136,112.6
8852,754,124.7
2144,263,78.0
1467,165,153.2
7380,711,99.1
4559,504,146.8
3760,183,68.3
1804,959,143.8
7617,372,134.7
1958,438,90.4
7245,454,86.2
7782,906,102.5
408,798,84.3
5796,306,96.3
5090,343,98.9
3139,536,136.0
9647,70,65.3
7823,330,90.8
2804,15,69.1
7543,648,129.2
285,328,85.5
74,674,139.4
1411,738,112.2
9210,65,82.6
8416,934,84.1
4032,823,127.4
3900,502,70.1
4609,545,113.5
7697,127,91.0
3732,669,68.1
5928,502,68.0
5213,453,73.8
9354,124,95.8
3917,331,125.6
9918,620,103.1
9082,824,151.9
8009,315,135.8
9567,858,101.4
5264,987,99.1
147,4,155.9
189,607,80.7
474,90,65.2
5628,849,133.2
287,993,131.9
6769,107,103.7
4174,65,111.6
7214,317,121.8
8711,92,150.6
4592,181,91.6
2267,385,104.2
9582,171,118.7
9771,366,89.8
6258,491,151.8
9128,21,110.7
2823,687,150.5
4146,811,64.4
465,907,129.9
8168,988,157.5
1976,481,79.4
9288,1,98.2
8389,174,153.0
9102,341,118.4
1196,587,142.6
3238,281,93.9
4378,970,60.0
245,825,117.8
6627,478,81.8
1241,383,147.5
1691,403,78.6
2500,458,63.7
7929,369,127.0
7179,610,158.3
6184,179,146.7
6663,163,130.7
4215,89,155.5
1527,449,118.4
2686,536,67.8
2693,437,93.7
567,866,94.3
4517,690,115.9
