5561,917,67.3
9228,838,153.3
9651,760,157.3
8419,807,143.2
4956,436,137.2
3430,963,118.8
2732,358,125.4
4979,433,116.9
9052,517,61.1
9883,800,98.3
5296,266,117.8
235,769,116.0
4862,437,93.6
4478,784,90.4
6832,458,89.2
1023,856,77.2
1344,497,82.8
7050,346,130.3
6579,608,120.1
2972,830,148.7
6097,735,63.9
8606,659,100.9
2716,80,98.8
6440,288,95.2
875,469,91.0
2092,771,94.3
590,828,138.5
2764,131,110.7
9605,944,73.1
2596,168,106.1
5435,16,129.1
4535,73,82.0
9788,950,65.3
2826,209,100.5
5802,522,119.9
8361,220,129.6
4999,689,110.5
1728,196,112.7
9311,135,133.6
482,852,153.3
2719,278,109.1
8419,153,158.1
2528,60,106.9
4725,680,131.3
7971,58,129.0
37,696,86.3
1530,426,145.9
8596,504,72.6
9138,449,145.2
770,564,65.3
9247,739,76.2
6765,310,85.3
7929,329,127.4
149,663,95.5
9869,724,152.9
1905,398,115.5
741,887,64.3
1707,613,143.1
9451,697,83.0
682,197,122.5
3654,599,136.0
8306,959,138.9
5452,560,89.1
7754,929,88.8
7929,391,110.3
7847,328,125.2
6161,617,126.0
2879,261,119.0
7238,168,154.0
2633,904,131.8
3936,815,132.2
5637,543,158.8
1897,750,111.3
7436,658,141.3
3766,561,73.6
8901,132,63.8
9074,820,107.2
5269,774,151.1
1034,108,101.7
5980,723,69.5
1357,773,89.9
6020,758,154.8
9316,468,116.8
7355,421,154.7
9190,358,126.1
1411,619,63.4
755,114,88.0
1076,647,158.0
5412,737,112.6
281,504,143.1
7942,137,138.6
6291,755,90.2
2675,19,62.0
894,42,85.8
7276,228,66.1
1889,486,96.5
6608,490,61.1
1864,516,132.8
9533,752,114.7
1987,143,150.9
