7766,402,94.7
4207,79,62.0
5438,296,156.8
9230,555,94.9
7854,323,100.6
1395,777,137.5
2691,296,105.1
2356,170,135.2
8612,706,71.4
5055,812,62.7
7214,663,80.1
7879,404,132.6
6275,717,82.4
8036,946,72.8
8270,483,129.7
1893,274,122.5
1456,826,78.0
1796,278,67.4
2584,493,81.5
5311,309,82.8
3730,395,130.5
1587,218,82.8
6237,626,117.6
2066,645,95.3
2855,109,145.8
6523,465,132.3
2379,817,135.8
6416,956,120.5
7134,671,79.7
3018,895,79.4
2307,776,100.2
8466,784,95.5
2176,847,78.7
563,231,73.3
3822,936,141.7
2334,665,148.1
5801,453,151.8
1580,233,113.4
1847,421,124.2
3966,670,131.8
6987,988,123.9
1900,72,111.3
2048,808,146.5
5336,742,112.0
8596,517,108.2
5573,327,103.2
8618,554,99.5
8687,395,90.7
5163,10,73.2
6933,919,110.0
2540,282,142.6
8572,11,127.6
8241,654,159.1
4304,19,71.0
6437,711,111.0
774,115,111.4
2709,686,130.6
3408,756,66.0
6619,733,101.3
5655,611,155.9
8044,64,128.3
4318,234,109.9
2159,168,122.8
9155,31,130.2
8839,754,103.6
3851,80,140.7
4643,926,135.4
7538,408,98.8
8828,609,93.1
5497,382,132.4
884,722,126.0
2018,375,125.9
2323,726,103.9
1347,485,144.4
4065,146,102.4
6640,601,107.9
6329,801,147.2
5104,753,75.1
6776,753,109.6
7212,597,121.1
5627,338,65.3
1992,891,110.5
1994,916,93.2
696,365,124.0
1839,653,157.4
354,30,157.8
5403,488,156.1
3275,240,121.2
5886,387,112.6
864,200,121.7
4414,853,66.7
1274,631,91.6
1376,750,109.7
2612,344,123.5
5991,654,90.1
2314,203,96.1
4201,946,141.8
840,412,75.5
6695,482,125.0
4432,321,116.4
