484,697,120.7
7333,748,73.8
8811,195,115.9
4969,354,113.0
9583,669,97.6
2477,159,107.1
1241,129,60.1
1731,936,124.6
5443,871,103.7
9053,271,142.7
6656,406,157.4
8017,326,119.1
2452,178,91.4
2873,5,99.5
8556,668,122.9
7577,984,88.6
563,253,117.0
476,736,97.5
7910,757,98.3
2774,760,60.4
2762,828,61.3
6916,305,84.2
6833,508,62.5
22,492,156.1
7497,744,74.5
3987,92,121.4
3009,591,106.4
3610,78,66.8
7129,86,155.6
3391,466,76.2
160,584,141.1
2717,692,74.9
5606,917,120.4
4253,756,64.8
5597,280,62.1
6169,548,85.6
414,993,97.8
1466,757,77.8
6354,419,142.9
6400,806,78.6
5405,442,133.2
621,584,65.2
509,302,74.6
8215,899,68.9
2303,708,158.2
6724,470,82.0
119,352,115.8
9204,679,158.8
9602,88,114.4
7557,837,89.7
6703,415,154.6
7205,399,81.1
8187,971,99.1
8346,704,75.5
9397,611,122.2
5836,630,75.0
3255,313,119.5
2463,179,87.0
9760,735,132.8
2007,723,94.4
2115,133,114.2
3024,404,92.8
5816,657,154.0
9350,491,134.5
7091,683,118.1
2718,994,60.3
1123,775,140.5
8769,210,66.6
2095,592,109.3
3705,569,93.2
2633,497,88.8
1706,40,97.2
484,625,88.1
6263,527,100.3
3720,754,91.6
3357,345,118.5
512,785,95.5
3738,783,63.1
6067,886,89.3
1844,304,86.1
3131,242,82.1
2583,642,137.2
6108,745,131.6
5362,558,154.1
4944,94,92.0
9516,464,66.8
8417,608,74.2
2476,441,110.3
6950,207,121.5
3410,230,102.0
9794,447,144.1
1108,680,93.5
7142,278,159.0
7198,482,95.0
3880,270,114.3
9308,161,130.3
2213,968,104.8
4983,520,107.0
6888,668,129.9
5636,636,110.3
