2340,394,110.5
5623,330,151.3
3675,189,62.8
8700,569,84.9
8890,327,86.8
61,152,65.2
7780,992,124.1
5971,690,73.2
9586,201,110.0
2173,919,113.1
9312,710,153.3
5601,121,102.9
4879,960,157.8
5946,989,108.0
2947,97,152.9
6596,671,123.1
7907,125,151.2
4839,136,105.2
2933,376,65.2
2354,49,134.1
4811,578,109.5
1959,29,129.9
4046,806,108.6
7067,700,151.1
6571,910,61.1
9093,102,80.1
3783,430,63.3
1552,237,133.4
8991,501,142.9
190,218,111.9
3344,546,136.5
7382,386,76.5
5513,45,66.9
8257,953,153.2
1663,184,153.2
1372,199,80.8
5371,410,137.3
122,793,104.2
8142,795,122.6
2838,593,145.3
7028,712,140.4
1226,917,71.3
5768,606,141.5
3606,998,93.9
4021,117,125.7
2520,623,132.3
7077,407,94.0
5444,194,122.0
7164,258,132.7
3597,799,66.0
865,219,110.5
1583,41,152.5
3622,282,105.4
461,124,73.0
7645,75,143.3
8023,33,116.2
9562,329,68.5
2814,15,92.7
6706,250,109.6
6691,229,113.9
8995,799,116.9
4347,512,62.1
7098,472,144.5
5957,186,89.3
7054,19,99.9
387,581,78.9
9070,227,92.2
4709,169,127.4
1188,871,151.0
239,441,120.9
1365,895,148.8
4042,864,108.3
8755,676,137.4
6793,712,131.6
3341,438,150.3
5670,415,76.3
4154,2,66.9
3342,289,113.9
9134,472,77.3
8401,543,141.1
2950,212,107.5
7136,929,79.5
4020,947,124.0
3448,949,105.4
4536,417,131.5
985,624,74.0
764,219,148.4
5935,170,110.5
8532,60,107.2
8150,828,147.5
6059,103,89.9
3802,376,113.4
3581,645,113.0
1924,630,158.3
4148,538,108.1
6249,521,151.7
273,135,151.6
9636,918,89.8
6428,708,154.3
2066,536,116.4
