729,332,89.5
9125,293,90.2
244,612,79.9
1660,448,134.6
4744,272,64.4
1850,24,151.3
610,891,144.6
8815,432,142.7
3091,104,92.7
3983,287,88.8
5955,7,135.1
3619,249,157.8
2708,316,76.0
2426,390,131.6
3543,674,156.9
7590,649,152.4
4095,267,148.7
9028,146,101.2
6754,813,150.8
2786,392,139.6
234,591,78.5
7668,486,70.2
8131,16,119.8
982,516,109.5
7185,511,110.5
4660,105,149.6
2885,401,144.1
3356,824,117.5
5871,977,99.3
7949,259,108.4
1563,92,137.5
1427,615,64.6
6692,749,115.9
5419,745,131.5
6387,466,151.6
9723,398,139.2
458,395,106.8
9759,892,106.3
6175,400,86.5
7592,534,145.3
675,770,115.2
6546,236,74.0
9896,122,108.3
1668,418,110.2
3424,880,159.1
3722,296,107.0
8732,779,122.5
1818,958,66.7
1992,57,89.9
4219,661,66.1
1003,643,89.2
1864,701,118.3
4008,130,131.4
9382,259,158.8
3524,837,103.9
2064,41,136.6
9114,745,120.6
8791,417,157.0
6818,683,103.4
3186,494,102.6
5179,188,145.6
2354,930,142.9
189,214,85.1
2065,17,85.7
718,976,88.2
2873,5,132.6
5901,6,156.3
5768,847,159.3
528,94,146.2
1921,536,82.2
9655,374,157.2
5909,287,80.1
574,139,118.5
8592,705,105.6
7184,64,118.7
6280,267,105.5
6905,651,95.8
9666,468,129.8
4090,846,138.3
5749,423,95.8
1750,752,102.1
868,934,84.5
8059,962,70.7
4376,757,140.7
8077,667,85.1
2221,163,63.2
9280,112,142.2
3857,816,60.8
1659,970,150.6
6032,304,105.0
6259,618,108.1
3783,564,77.8
7169,297,81.1
3721,414,132.7
306,569,76.8
2735,934,97.0
1978,975,72.3
7638,668,138.8
2692,193,127.9
7985,247,134.6
