8952,256,77.2
5189,982,116.2
5710,824,67.8
9888,952,132.2
3023,590,63.2
775,820,80.3
3675,795,122.0
3175,808,138.8
6187,937,133.3
1879,450,112.0
4017,945,88.0
2958,448,60.3
6338,360,99.7
6191,545,154.5
868,272,91.1
1574,73,143.4
7152,345,99.8
2970,921,151.0
5848,441,72.4
711,371,85.8
6633,575,109.1
8092,532,144.0
7333,497,74.7
3118,654,96.5
7655,112,115.5
1538,180,80.7
7656,313,79.5
3679,840,68.8
8889,208,63.0
563,882,103.6
2415,258,125.8
2461,774,73.0
4746,483,91.2
9812,569,139.8
9953,711,77.5
5194,926,135.0
3002,377,72.3
9841,385,114.5
7624,545,130.8
6703,520,152.3
8359,697,60.2
7902,537,94.3
4728,299,89.4
29,631,101.1
9602,719,131.1
9431,185,121.6
9933,645,151.8
8426,721,118.9
7002,641,108.3
5446,459,125.1
3610,831,82.9
9004,533,93.7
5364,256,116.1
5,200,88.3
2853,86,156.5
5610,125,61.3
6509,511,118.0
3037,514,130.9
8938,493,72.3
4517,183,106.4
3088,101,140.4
7174,712,93.2
3661,580,63.6
9648,603,77.5
3395,482,85.6
2733,634,132.4
2388,819,119.9
4468,591,60.8
4329,647,80.0
2709,750,120.1
7703,427,155.2
5161,323,117.0
6817,626,95.4
9516,815,90.3
8293,240,155.0
4520,406,67.7
4828,100,122.6
7313,200,113.3
3151,43,136.2
7829,130,114.5
5683,585,159.3
8012,307,73.8
1313,587,148.5
1182,605,104.6
5546,470,107.5
5507,779,100.4
2126,563,141.4
8955,582,97.2
9920,733,157.2
1328,464,143.0
608,81,109.8
645,805,154.3
4551,405,155.2
5741,269,105.0
6574,685,119.1
7955,363,71.7
7429,833,135.8
1326,287,130.3
5149,644,95.1
868,521,71.8
