3459,285,130.8
6057,309,157.9
764,316,99.0
5246,893,140.6
329,117,117.8
8796,607,76.5
9693,276,148.1
5602,540,130.1
9112,953,152.6
7282,198,140.6
9533,377,154.5
4101,591,159.7
9619,479,125.3
2398,75,81.3
5783,575,154.3
8880,368,139.5
7839,161,118.8
3706,846,87.2
3434,384,105.4
2207,338,158.7
155,838,103.6
9687,718,98.7
6118,83,114.9
9425,836,85.1
8494,358,83.5
5913,897,65.8
7891,525,149.1
2462,971,147.5
2650,363,157.7
9493,495,142.4
6079,103,102.5
762,456,76.3
6578,46,137.3
3982,754,150.0
2803,425,142.4
8185,228,116.9
5766,195,82.2
6943,64,87.7
6684,465,76.0
7266,224,93.2
2745,49,90.0
2571,931,71.5
4788,357,121.7
2302,712,80.1
7470,353,88.2
4164,653,68.5
8120,682,91.2
9934,59,150.5
8640,694,144.2
5829,64,146.9
1923,921,114.7
339,757,88.9
1060,478,116.6
9547,258,84.2
4660,875,63.8
3763,961,111.6
2873,46,131.9
2718,745,79.2
6873,110,144.7
5906,661,106.5
4893,146,71.5
2398,962,76.3
3109,37,148.2
1666,992,95.9
2376,547,109.3
5827,574,157.3
6811,965,158.1
9922,991,141.8
7325,747,132.9
2312,381,64.0
9420,424,125.4
2408,407,148.4
6933,706,133.4
9268,87,104.6
1026,228,125.0
7249,944,76.6
891,188,132.9
5108,548,148.7
642,154,111.4
2509,535,63.2
7148,675,64.9
3732,456,149.5
9619,705,91.8
6979,956,141.3
2256,897,103.2
9663,725,126.3
1842,303,129.9
4586,242,81.7
8626,878,69.7
9307,122,119.5
9182,243,89.1
5070,38,120.6
6950,892,130.4
2476,948,68.4
142,74,111.9
7086,71,107.0
7644,15,115.8
9127,755,82.0
3867,528,121.7
544,559,93.4
